unsorted vector
merge sort	    1024	   0.1323450	        8957
qsort MoT	    1024	   0.1059390	       16040
qsort first	    1024	   0.1048080	       15232
qsort random	    1024	   0.1121140	       13616
selection sort	    1024	   2.3085230	      524236
bubble sort	    2048	  14.5093510	     2097049
heap sort	    2048	   0.3183290	       38747
insertion sort	    2048	   4.1154460	     1051111
merge sort	    2048	   0.2825370	       19935
qsort MoT	    2048	   0.2255660	       34111
qsort first	    2048	   0.2243540	       33210
qsort random	    2048	   0.2407310	       30812
selection sort	    2048	   9.2151540	     2097049
bubble sort	    4096	  58.6810470	     8387991
heap sort	    4096	   0.6939590	       85643
insertion sort	    4096	  16.3792680	     4198261
merge sort	    4096	   0.5998280	       43971
qsort MoT	    4096	   0.4814600	       74645
qsort first	    4096	   0.4793960	       72089
qsort random	    4096	   0.5101690	       67142
selection sort	    4096	  36.8548720	     8387993
bubble sort	    8192	 234.8761450	    33552792
heap sort	    8192	   1.5086510	      187711
insertion sort	    8192	  65.5926750	    16791426
merge sort	    8192	   1.2764280	       96146
qsort MoT	    8192	   1.0283870	      161395
qsort first	    8192	   1.0371290	      161114
qsort random	    8192	   1.0851990	      148200
selection sort	    8192	 147.4492140	    33552793
bubble sort	   16384	 937.7322360	   134215268
heap sort	   16384	   3.2618960	      408155
insertion sort	   16384	 262.4291420	    67223336
merge sort	   16384	   2.7168960	      208655
qsort MoT	   16384	   2.1710190	      344738
qsort first	   16384	   2.1879040	      344924
qsort random	   16384	   2.2796470	      314317
selection sort	   16384	 590.3961870	   134215270
bubble sort	   32768	3744.6428110	   536864357
heap sort	   32768	   7.0175930	      881887
insertion sort	   32768	1046.8808660	   268321969
merge sort	   32768	   5.7368060	      450073
qsort MoT	   32768	   4.5630530	      730269
qsort first	   32768	   4.6521770	      746040
qsort random	   32768	   4.7959200	      665528
selection sort	   32768	2361.0558280	   536864358
bubble sort	   65536	14963.5515440	  2147477090
heap sort	   65536	  15.0146030	     1894772
insertion sort	   65536	4191.2393410	  1073441200
merge sort	   65536	  12.1119640	      965716
qsort MoT	   65536	   9.6312060	     1567068
qsort first	   65536	   9.8395830	     1596034
qsort random	   65536	  10.0764760	     1432400
selection sort	   65536	9447.3910890	  2147477094
partially sorted vector
bubble sort	       1	   0.0000450	           0
heap sort	       1	   0.0000950	           0
insertion sort	       1	   0.0000390	           0
merge sort	       1	   0.0000730	           0
qsort MoT	       1	   0.0000450	           0
qsort first	       1	   0.0000430	           0
qsort random	       1	   0.0000430	           0
selection sort	       1	   0.0000440	           0
bubble sort	       2	   0.0000560	           1
heap sort	       2	   0.0001070	           1
insertion sort	       2	   0.0000470	           1
merge sort	       2	   0.0001440	           1
qsort MoT	       2	   0.0000810	           4
qsort first	       2	   0.0000710	           3
qsort random	       2	   0.0000790	           2
selection sort	       2	   0.0000520	           1
bubble sort	       4	   0.0001070	           7
heap sort	       4	   0.0002130	           9
insertion sort	       4	   0.0000810	           6
merge sort	       4	   0.0003030	           6
qsort MoT	       4	   0.0001760	          16
qsort first	       4	   0.0001530	          12
qsort random	       4	   0.0002230	          13
selection sort	       4	   0.0000920	           7
bubble sort	       8	   0.0002730	          31
heap sort	       8	   0.0004200	          29
insertion sort	       8	   0.0001640	          20
merge sort	       8	   0.0006190	          17
qsort MoT	       8	   0.0004000	          48
qsort first	       8	   0.0003590	          39
qsort random	       8	   0.0004870	          33
selection sort	       8	   0.0002150	          31
bubble sort	      16	   0.0008990	         126
heap sort	      16	   0.0009690	          85
insertion sort	      16	   0.0003890	          67
merge sort	      16	   0.0011580	          44
qsort MoT	      16	   0.0009810	         135
qsort first	      16	   0.0008820	         109
qsort random	      16	   0.0011380	          92
selection sort	      16	   0.0006610	         127
bubble sort	      32	   0.0035280	         510
heap sort	      32	   0.0024000	         230
insertion sort	      32	   0.0011820	         234
merge sort	      32	   0.0024770	         111
qsort MoT	      32	   0.0022220	         292
qsort first	      32	   0.0021680	         274
qsort random	      32	   0.0024940	         220
selection sort	      32	   0.0023760	         510
bubble sort	      64	   0.0133040	        2044
heap sort	      64	   0.0054980	         586
insertion sort	      64	   0.0039020	         857
merge sort	      64	   0.0054330	         273
qsort MoT	      64	   0.0048260	         665
qsort first	      64	   0.0048630	         669
qsort random	      64	   0.0051770	         521
selection sort	      64	   0.0092000	        2044
bubble sort	     128	   0.0519750	        8185
heap sort	     128	   0.0125590	        1424
insertion sort	     128	   0.0137630	        3250
merge sort	     128	   0.0116270	         636
qsort MoT	     128	   0.0108050	        1604
qsort first	     128	   0.0111690	        1679
qsort random	     128	   0.0111630	        1225
selection sort	     128	   0.0361930	        8185
bubble sort	     256	   0.2057570	       32747
heap sort	     256	   0.0284700	        3375
insertion sort	     256	   0.0511420	       12649
merge sort	     256	   0.0245950	        1455
qsort MoT	     256	   0.0228830	        3556
qsort first	     256	   0.0265010	        4618
qsort random	     256	   0.0237650	        2785
selection sort	     256	   0.1439940	       32755
bubble sort	     512	   0.8124810	      131046
heap sort	     512	   0.0638730	        7754
insertion sort	     512	   0.1981100	       49880
merge sort	     512	   0.0513140	        3288
qsort MoT	     512	   0.0498820	        8546
qsort first	     512	   0.0558000	        9824
qsort random	     512	   0.0501690	        6281
selection sort	     512	   0.5783840	      131046
bubble sort	    1024	   3.3314640	      524236
heap sort	    1024	   0.1433840	       17605
insertion sort	    1024	   0.7774470	      198035
merge sort	    1024	   0.1086650	        7350
qsort MoT	    1024	   0.1119620	       19959
qsort first	    1024	   0.1246640	       23004
qsort random	    1024	   0.1064920	       13776
selection sort	    1024	   2.3025080	      524236
bubble sort	    2048	  13.7073700	     2097048
heap sort	    2048	   0.3160250	       39263
insertion sort	    2048	   3.0868030	      789648
merge sort	    2048	   0.2291500	       16245
qsort MoT	    2048	   0.2249900	       38131
qsort first	    2048	   0.2608740	       48492
qsort random	    2048	   0.2263530	       30576
selection sort	    2048	   9.2082970	     2097049
bubble sort	    4096	  55.6914850	     8388399
heap sort	    4096	   0.6883560	       86221
insertion sort	    4096	  12.2836030	     3150277
merge sort	    4096	   0.4802670	       35556
qsort MoT	    4096	   0.6133310	      129790
qsort first	    4096	   0.5809090	      112534
qsort random	    4096	   0.4841580	       67855
selection sort	    4096	  36.8362820	     8388403
bubble sort	    8192	 225.6182450	    33555249
heap sort	    8192	   1.4977160	      189083
insertion sort	    8192	  49.0403270	    12591365
merge sort	    8192	   1.0066780	       77233
qsort MoT	    8192	   1.2408010	      254819
qsort first	    8192	   1.2363280	      243633
qsort random	    8192	   1.0203580	      145527
selection sort	    8192	 147.4150790	    33555251
bubble sort	   16384	 905.1072060	   134221004
heap sort	   16384	   3.2330740	      410976
insertion sort	   16384	 196.8880370	    50399647
merge sort	   16384	   2.1150620	      166723
qsort MoT	   16384	   2.4242950	      468960
qsort first	   16384	   2.6808450	      541317
qsort random	   16384	   2.1541230	      317498
selection sort	   16384	 590.0293270	   134221004
bubble sort	   32768	3623.8103790	   536869271
heap sort	   32768	   6.9296830	      885418
insertion sort	   32768	 786.1910030	   201434470
merge sort	   32768	   4.4341840	      358007
qsort MoT	   32768	   7.1345320	     1669500
qsort first	   32768	   5.7636510	     1185646
qsort random	   32768	   4.5134670	      670175
selection sort	   32768	2361.4342220	   536869273
bubble sort	   65536	14487.8037920	  2147490199
heap sort	   65536	  14.9096850	     1901192
insertion sort	   65536	3148.1978850	   805913996
merge sort	   65536	   9.3188590	      765113
qsort MoT	   65536	  19.0092110	     4820682
qsort first	   65536	  11.9717190	     2468017
qsort random	   65536	   9.4373340	     1418782
selection sort	   65536	9448.5140830	  2147490201
sorted vector
bubble sort	       1	   0.0000430	           0
heap sort	       1	   0.0000980	           0
insertion sort	       1	   0.0000380	           0
merge sort	       1	   0.0000680	           0
qsort MoT	       1	   0.0000440	           0
qsort first	       1	   0.0000410	           0
qsort random	       1	   0.0000420	           0
selection sort	       1	   0.0000400	           0
bubble sort	       2	   0.0000560	           1
heap sort	       2	   0.0001090	           1
insertion sort	       2	   0.0000490	           1
merge sort	       2	   0.0001340	           1
qsort MoT	       2	   0.0000770	           3
qsort first	       2	   0.0000630	           2
qsort random	       2	   0.0000750	           2
selection sort	       2	   0.0000480	           1
bubble sort	       4	   0.0001030	           7
heap sort	       4	   0.0002010	           8
insertion sort	       4	   0.0000680	           4
merge sort	       4	   0.0003100	           4
qsort MoT	       4	   0.0001490	          13
qsort first	       4	   0.0001650	          12
qsort random	       4	   0.0002130	          12
selection sort	       4	   0.0000870	           7
bubble sort	       8	   0.0001830	          23
heap sort	       8	   0.0004160	          29
insertion sort	       8	   0.0000940	           8
merge sort	       8	   0.0005560	          12
qsort MoT	       8	   0.0003400	          39
qsort first	       8	   0.0003860	          44
qsort random	       8	   0.0004900	          33
selection sort	       8	   0.0002000	          30
bubble sort	      16	   0.0007140	         116
heap sort	      16	   0.0009820	          88
insertion sort	      16	   0.0001990	          22
merge sort	      16	   0.0010730	          36
qsort MoT	      16	   0.0008130	         111
qsort first	      16	   0.0009470	         148
qsort random	      16	   0.0009770	          84
selection sort	      16	   0.0006200	         125
bubble sort	      32	   0.0026210	         507
heap sort	      32	   0.0024150	         233
insertion sort	      32	   0.0003420	          43
merge sort	      32	   0.0021700	          85
qsort MoT	      32	   0.0017140	         248
qsort first	      32	   0.0027160	         542
qsort random	      32	   0.0020670	         208
selection sort	      32	   0.0023300	         507
bubble sort	      64	   0.0097810	        2038
heap sort	      64	   0.0054640	         597
insertion sort	      64	   0.0006880	          94
merge sort	      64	   0.0044270	         207
qsort MoT	      64	   0.0037380	         583
qsort first	      64	   0.0080290	        1945
qsort random	      64	   0.0043820	         510
selection sort	      64	   0.0090640	        2038
bubble sort	     128	   0.0373580	        8172
heap sort	     128	   0.0124370	        1463
insertion sort	     128	   0.0015250	         200
merge sort	     128	   0.0092930	         478
qsort MoT	     128	   0.0083940	        1369
qsort first	     128	   0.0282230	        7791
qsort random	     128	   0.0092590	        1202
selection sort	     128	   0.0360750	        8172
bubble sort	     256	   0.1452080	       32729
heap sort	     256	   0.0284940	        3454
insertion sort	     256	   0.0029020	         376
merge sort	     256	   0.0190290	        1078
qsort MoT	     256	   0.0169370	        2955
qsort first	     256	   0.1035220	       30762
qsort random	     256	   0.0191130	        2783
selection sort	     256	   0.1438650	       32729
bubble sort	     512	   0.6098130	      130994
heap sort	     512	   0.0652210	        7966
insertion sort	     512	   0.0059020	         773
merge sort	     512	   0.0389630	        2411
qsort MoT	     512	   0.0357690	        6744
qsort first	     512	   0.3930300	      121542
qsort random	     512	   0.0399150	        6214
selection sort	     512	   0.5789790	      130995
bubble sort	    1024	   2.8115120	      524118
heap sort	    1024	   0.1460930	       18068
insertion sort	    1024	   0.0117500	        1551
merge sort	    1024	   0.0801100	        5358
qsort MoT	    1024	   0.0718670	       14215
qsort first	    1024	   1.5173840	      478426
qsort random	    1024	   0.0842590	       14013
selection sort	    1024	   2.3030630	      524134
bubble sort	    2048	  12.1641100	     2096844
heap sort	    2048	   0.3217090	       40279
insertion sort	    2048	   0.0232840	        3067
merge sort	    2048	   0.1653490	       11695
qsort MoT	    2048	   0.1467790	       30176
qsort first	    2048	   6.0334280	     1923563
qsort random	    2048	   0.1753920	       30627
selection sort	    2048	   9.2291540	     2096844
bubble sort	    4096	  54.3223370	     8389221
heap sort	    4096	   0.7029170	       88886
insertion sort	    4096	   0.0466540	        6204
merge sort	    4096	   0.3408010	       25454
qsort MoT	    4096	   0.3121950	       67057
qsort first	    4096	  23.8707860	     7651060
qsort random	    4096	   0.3661480	       66434
selection sort	    4096	  36.8576230	     8389222
bubble sort	    8192	 232.0877620	    33554428
heap sort	    8192	   1.5255390	      194327
insertion sort	    8192	   0.0922460	       12291
merge sort	    8192	   0.7042530	       54974
qsort MoT	    8192	   0.6487200	      143471
qsort first	    8192	  95.6700450	    30720522
qsort random	    8192	   0.7698300	      145516
selection sort	    8192	 147.5044210	    33554432
bubble sort	   16384	 969.3732400	   134213628
heap sort	   16384	   3.2843260	      421577
insertion sort	   16384	   0.1847000	       24599
merge sort	   16384	   1.4589150	      118144
qsort MoT	   16384	   1.3578310	      306833
qsort first	   16384	 381.4541800	   122771476
qsort random	   16384	   1.5913680	      309151
selection sort	   16384	 590.0061070	   134213632
bubble sort	   32768	3965.9238250	   536874188
heap sort	   32768	   7.0455970	      908644
insertion sort	   32768	   0.3678730	       49151
merge sort	   32768	   3.0138600	      252663
qsort MoT	   32768	   2.8468490	      654012
qsort first	   32768	1527.2508090	   491689728
qsort random	   32768	   3.3587070	      675823
selection sort	   32768	2360.8575090	   536874188
